document_id,text,meta,created_at,updated_at,annotations_approved_by_id,project_id
1758,This order was in direct contradiction to the representation,{},2020-05-20 21:14:59.555338+00,2020-05-20 21:14:59.555366+00,,17
1759,"Second, we must determine whether or not the court should have provided for a mortgage in favor of the defendants so that their right to secure payments due them under the settlement agreement would be protected.",{},2020-05-20 21:14:59.556896+00,2020-05-20 21:14:59.556913+00,,17
1760,"While it is true that the question of a mortgage was never discussed by the parties in open court, it seems very unlikely that any party would contemplate transferring over an interest in realty without an adequate security interest.",{},2020-05-20 21:14:59.558399+00,2020-05-20 21:14:59.558416+00,,17
1761,"In the normal course of business dealings, a mortgage or some similar security interest would be expected, and it is the opinion of this Court that granting a mortgage in favor of the defendants would do less violence to the intention of the parties, while at the same time protecting defendant's equitable interests in the property which it was conveying.",{},2020-05-20 21:14:59.560522+00,2020-05-20 21:14:59.560539+00,,17
1762,The plaintiffs have argued that as an appellate court we should not disturb the express findings of the trial court unless they are clearly erroneous.,{},2020-05-20 21:14:59.56217+00,2020-05-20 21:14:59.562201+00,,17
1763,"However, here it seems clear that the trial court chose to ignore certain representations made in open court as to the terms of immediate payment upon the sale of the property in question.",{},2020-05-20 21:14:59.563686+00,2020-05-20 21:14:59.563703+00,,17
1764,"Also, the normal presumption that a seller of realty will require a mortgage or security agreement, made it necessary for the trial court to include such a mortgage requirement in its order to compel settlement.",{},2020-05-20 21:14:59.565094+00,2020-05-20 21:14:59.565111+00,,17
1765,"Based on the analysis above, the January 8, 1979 Order of the Superior Court compelling settlement in the above-captioned case is vacated, with directions to the Court to file a new order consistent with this Opinion.",{},2020-05-20 21:14:59.566517+00,2020-05-20 21:14:59.566534+00,,17
1766,Footnote:,{},2020-05-20 21:14:59.567996+00,2020-05-20 21:14:59.568013+00,,17
1767,"A comment about the appeal record is appropriate here, especially in light of the recent amendment to the District Court Rules of Appellate Procedure stating that sanctions will be imposed against counsel who unreasonably order excessive parts of the record (Rule 8(b)).",{},2020-05-20 21:14:59.569415+00,2020-05-20 21:14:59.569431+00,,17
1768,"The several hundred page glut which made up the record in this case was totally unnecessary; based on the one issue on appeal, a record several pages long was all that was required.",{},2020-05-20 21:14:59.570912+00,2020-05-20 21:14:59.570928+00,,17
1769,"Ironically enough, the one key portion of the trial hearing relative to appeal was not even included in the transcripts which were transmitted from the Superior Court.",{},2020-05-20 21:14:59.572363+00,2020-05-20 21:14:59.57238+00,,17
1770,"Had the new Rules of Appellate Procedure been in effect during the pendency of this appeal, sanctions against the responsible attorneys would have been appropriate.",{},2020-05-20 21:14:59.573811+00,2020-05-20 21:14:59.573828+00,,17
1771,"""Mr. Haut [counsel for plaintiffs]: In exchange on the part of the Defendants, the Plaintiffs will execute two (2) promissory notes.",{},2020-05-20 21:14:59.57523+00,2020-05-20 21:14:59.575246+00,,17
1772,"The promissory note in favor of Guam United Trading and Financing Company [the appellant] in the amount of $20,000 with terms to be decided upon between counsel for the parties as we get into the process of drafting that, payable in ten (10) years or at the sale of the property in question, whichever comes first.",{},2020-05-20 21:14:59.576648+00,2020-05-20 21:14:59.576664+00,,17
1773,"Second, the Plaintiffs will execute a promissory note in the name of Defendant Hechanova for $10,000 on the same terms, payable in ten (10) years or if the property was sold, whichever comes first.",{},2020-05-20 21:14:59.578052+00,2020-05-20 21:14:59.578068+00,,17
1778,"This case comes before the Court on a ""Complaint to Recover Penalty"" by the Attorney General under Sections 17402 and 17402.1 of the Government Code of Guam.",{},2020-05-20 21:15:25.924286+00,2020-05-20 21:15:25.924303+00,,10
1779,"The Government's Complaint alleges that Defendants, owners of a store on San Vítores Road in Turnon Bay violated §17402 by displaying signs in Japanese without a translation into English or Chamorro.",{},2020-05-20 21:15:25.926078+00,2020-05-20 21:15:25.926095+00,,10
1780,"On July 16, 1980 Defendants moved the Court for a Judgment on the Pleadings asserting inter alia that §17402 is unconstitutional because the wording is vague and could lend itself to Overbroad interpretation.",{},2020-05-20 21:15:25.927713+00,2020-05-20 21:15:25.927744+00,,10
1781,The Court has a duty to uphold Constitutional rights and to take a staunch position to protect them at the earliest opportunity so as to allow the legislature to correct any deficiencies by narrowly redrafting a statute restricting any such right.,{},2020-05-20 21:15:25.929365+00,2020-05-20 21:15:25.929382+00,,10
1782,"U.S. v. Karnes, 437 F.2d 284, 287 (9th Cir.",{},2020-05-20 21:15:25.930936+00,2020-05-20 21:15:25.930953+00,,10
1783,1971); cert.,{},2020-05-20 21:15:25.93249+00,2020-05-20 21:15:25.932519+00,,10
1784,"denied, 402 U.S. 1008, 91 S.Ct.",{},2020-05-20 21:15:25.934011+00,2020-05-20 21:15:25.934027+00,,10
1785,2189 (U.S. 1971).,{},2020-05-20 21:15:25.935595+00,2020-05-20 21:15:25.935611+00,,10
1786,The Court finds §17402 of the Government Code of Guam to be an unconstitutional infringement upon a citizen's First Amendment right to freedom of speech.,{},2020-05-20 21:15:25.937514+00,2020-05-20 21:15:25.937531+00,,10
1787,The Court is not deciding whether or not the Government may constitutionally require commercial signs to be translated into English or Chamorro.,{},2020-05-20 21:15:25.939112+00,2020-05-20 21:15:25.939129+00,,10
1788,That question is not before the Court.,{},2020-05-20 21:15:25.940672+00,2020-05-20 21:15:25.940688+00,,10
1789,"The Government asserts that Defendant ""has not carried the burden of affirmatively showing that as applied to him, the statute in unreasonable, unfair and oppressive.""",{},2020-05-20 21:15:25.942194+00,2020-05-20 21:15:25.942211+00,,10
1790,(emphasis ours.),{},2020-05-20 21:15:25.943676+00,2020-05-20 21:15:25.943706+00,,10
1791,No such burden exists in cases involving First Amendment rights.,{},2020-05-20 21:15:25.945374+00,2020-05-20 21:15:25.945392+00,,10
1792,"""Although a statute may be neither vague, overbroad, nor otherwise invalid as applied to the conduct charged against a particular defendant, he is permitted to raise its vagueness or unconstitutional overbreadth as applied to others.""",{},2020-05-20 21:15:25.947001+00,2020-05-20 21:15:25.947017+00,,10
1793,Coates v.,{},2020-05-20 21:15:25.948712+00,2020-05-20 21:15:25.948743+00,,10
1794,"City of Cincinnati, 402 U.S. 611, 619, 91 S.Ct.",{},2020-05-20 21:15:25.950539+00,2020-05-20 21:15:25.950567+00,,10
1795,1686 (U.S. 1971).,{},2020-05-20 21:15:25.95219+00,2020-05-20 21:15:25.952206+00,,10
1796,The Court of notes that this statute applies to commercial as well as noncommercial speech.,{},2020-05-20 21:15:25.953735+00,2020-05-20 21:15:25.953766+00,,10
1797,At issue is the regulation of speech.,{},2020-05-20 21:15:25.955268+00,2020-05-20 21:15:25.955284+00,,10
1798,The significance of this fact is that the extent of permissible regulation greatly,{},2020-05-20 21:15:25.957139+00,2020-05-20 21:15:25.957171+00,,10
1799,"""(I)n the First Amendment area 'government may regulate.",{},2020-05-20 21:15:25.958683+00,2020-05-20 21:15:25.958699+00,,10
1800,"only with narrow specificity.""",{},2020-05-20 21:15:25.96014+00,2020-05-20 21:15:25.960156+00,,10
1801,"Hynes v. Mayor and Council of Borough of Oradell, 425 U.S. 610, 620,96 S.Ct.",{},2020-05-20 21:15:25.961699+00,2020-05-20 21:15:25.961715+00,,10
1802,"1755 (U.S. 1976), quoting N.A.A.C.P.",{},2020-05-20 21:15:25.963316+00,2020-05-20 21:15:25.963336+00,,10
1803,"v. Button, 371 U.S. 415, 433, 83 S.Ct.",{},2020-05-20 21:15:25.964925+00,2020-05-20 21:15:25.964941+00,,10
1804,328 (U.S. 1963).,{},2020-05-20 21:15:25.966583+00,2020-05-20 21:15:25.966608+00,,10
1805,"The Government of Guam must use the least restrictive means that would accomplish the legislative purpose of Bill 754 (15th Guam Legislature, 1979 First Regular Session).",{},2020-05-20 21:15:25.969597+00,2020-05-20 21:15:25.969615+00,,10
1806,"""For even when pursuing a legitimate interest, a State may not choose means that unnecessarily restrict constitutionally protected liberty....",{},2020-05-20 21:15:25.971116+00,2020-05-20 21:15:25.971133+00,,10
1807,"If the State has open to it a less drastic way of satisfying its legitimate interests, it may not choose a legislative scheme that broadly stifles the exercise of fundamental personal liberties.""",{},2020-05-20 21:15:25.973838+00,2020-05-20 21:15:25.973855+00,,10
1808,"Kusper v. Pontikes, 414 U.S. 51, 58-59, 94 S.Ct.",{},2020-05-20 21:15:25.975385+00,2020-05-20 21:15:25.975402+00,,10
1809,303 (U.S. 1973).,{},2020-05-20 21:15:25.977013+00,2020-05-20 21:15:25.977061+00,,10
1810,"The Government asserts that ""... there is certainly a reasonable relation between the requirement of a translation on advertising signs and the heretofore referenced public interests which the statute was enacted to protect.""",{},2020-05-20 21:15:25.978585+00,2020-05-20 21:15:25.978603+00,,10
1811,"The public interests being an ""...increased awareness of the content or message contained in signs used by island businesses for advertising purposes by the English and Chamorro speaking population for the purpose of greater patronizing of such places of business, and the strengthening of the island economy by capturing the attention of English speaking tourists and the predominantly English and Chamorro consumer on Guam.""",{},2020-05-20 21:15:25.980066+00,2020-05-20 21:15:25.980082+00,,10
1812,"The Government further asserts that ""these are not necessarily the exclusive public interests which the statute was enacted to protect..."", but rather, ""... it is possible that the Legislature formulated additional reasons for enacting the statute,"" (emphasis ours.)",{},2020-05-20 21:15:25.981677+00,2020-05-20 21:15:25.981696+00,,10
1813,"Continuing, the Government asserts:",{},2020-05-20 21:15:25.983208+00,2020-05-20 21:15:25.983225+00,,10
1814,"It is unnecessarily restrictive and beyond a ""reasonable"" relationship to include all ""permitted signs"" in an effort to specifically regulate ""advertising signs"".",{},2020-05-20 21:15:25.984821+00,2020-05-20 21:15:25.984851+00,,10
1815,Careful consideration has been given as to whether §17402 is more inclusive or more burdensome than necessary to further legitimate government purposes.,{},2020-05-20 21:15:25.986521+00,2020-05-20 21:15:25.986539+00,,10
1816,Truly this section does not regulate with narrow specificity.,{},2020-05-20 21:15:25.988136+00,2020-05-20 21:15:25.988153+00,,10
1817,Rather it has the potential to intrude upon the very first of the Amendments of the Constitution.,{},2020-05-20 21:15:25.989706+00,2020-05-20 21:15:25.989722+00,,10
1818,"Though the Government has so far restricted itself to ""the shopowners and business affected by the legislation"", this is of little comfort.",{},2020-05-20 21:15:25.991192+00,2020-05-20 21:15:25.991208+00,,10
1819,"""So long as the statute remains available to the State the threat of prosecutions of protected expression is a real and substantial one.",{},2020-05-20 21:15:25.992689+00,2020-05-20 21:15:25.992706+00,,10
1820,"Even the prospect of ultimate failure of such prosecutions by no means dispels their chilling effect on protected expression.""",{},2020-05-20 21:15:25.994193+00,2020-05-20 21:15:25.994209+00,,10
1821,"Dombrowski v. Pfister, 380 U.S. 479 , 494 , 85 S.Ct.",{},2020-05-20 21:15:25.995771+00,2020-05-20 21:15:25.995787+00,,10
1822,1116 (U.S. 1965).,{},2020-05-20 21:15:25.997201+00,2020-05-20 21:15:25.997222+00,,10
1823,"The Court believes that a law requiring any permitted sign, no matter how big or small, on any land, be it public or private, in any language other than Chamorro or English to have a translation into either which ""must predominate the sign"", [has] a chilling effect on such a protected mode of expression.",{},2020-05-20 21:15:25.998801+00,2020-05-20 21:15:25.998819+00,,10
1950,"Government of Guam, Superior Court civil Case No.",{},2020-05-20 21:15:26.191259+00,2020-05-20 21:15:26.191276+00,,10
1824,"Furthermore, this Court cannot change the law under the guise of construction so as to only apply to business entities.",{},2020-05-20 21:15:26.000373+00,2020-05-20 21:15:26.000391+00,,10
1825,"""The rewriting of a statute for the purpose of bringing about a particular result is certainly not within the judicial function.""",{},2020-05-20 21:15:26.002152+00,2020-05-20 21:15:26.00217+00,,10
1826,"U.S. v. Angcog, 190 F.Supp.",{},2020-05-20 21:15:26.003634+00,2020-05-20 21:15:26.003651+00,,10
1827,"696, 700 (D.C. 1961).",{},2020-05-20 21:15:26.005128+00,2020-05-20 21:15:26.005145+00,,10
1828,"As the law stands, a U.S. citizen could be fined $1,000.00 for erecting a permitted sign on his front lawn reading only, ""America the Beautiful"", in Tagalog.",{},2020-05-20 21:15:26.006592+00,2020-05-20 21:15:26.006609+00,,10
1829,Does this violate his freedom of expression?,{},2020-05-20 21:15:26.008021+00,2020-05-20 21:15:26.008038+00,,10
1830,"That all permitted signs are illegal per se if not in English or Chamorro or without a translation into either, is contradictory to the most basic right of a democratic society - the First Amendment right to freedom of speech.",{},2020-05-20 21:15:26.009954+00,2020-05-20 21:15:26.00997+00,,10
1831,This case is hereby dismissed.,{},2020-05-20 21:15:26.011383+00,2020-05-20 21:15:26.011399+00,,10
1832,"""It is generally believed that one of the reasons the statute was enacted was to regulate the many businesses on Guam which have signs entirely in a language other than English or Chamorro that were reported to be advertising pornographic materials for sale.",{},2020-05-20 21:15:26.012776+00,2020-05-20 21:15:26.012792+00,,10
1833,"Thus, protection of the morals of the public might have been an additional reason for enacting the statute.",{},2020-05-20 21:15:26.014174+00,2020-05-20 21:15:26.014189+00,,10
1834,"Additional moral justification may have been due to the complaints by numerous Japanese tourist that some of these signs contained offensive or shocking language.""",{},2020-05-20 21:15:26.01558+00,2020-05-20 21:15:26.015596+00,,10
1835,"This matter came before the Court on Defendant's motion to quash request for jury on March 7, 1980, before Judge Richard H. Benson.",{},2020-05-20 21:15:26.016981+00,2020-05-20 21:15:26.016997+00,,10
1836,"Plaintiff was represented by David Dooley, and defendant was represented by Davor Pevec and Thomas Himrod.",{},2020-05-20 21:15:26.018434+00,2020-05-20 21:15:26.01845+00,,10
1837,The Court ruled to reserve decision on the motion to quash.,{},2020-05-20 21:15:26.019836+00,2020-05-20 21:15:26.019852+00,,10
1838,"Plaintiff contends that §6500.15 of the Government Code, which prohibits of jury trial in claims against the Government, is repealed by §680.1 of the Code of Civil Procedure, which provides for jury trial in ""all cases at law"" exceeding twenty dollars ($20.00).",{},2020-05-20 21:15:26.02123+00,2020-05-20 21:15:26.021246+00,,10
1839,The general trend of authority is against an interpretation of repeal by implication.,{},2020-05-20 21:15:26.022644+00,2020-05-20 21:15:26.022665+00,,10
1840,"Where no inconsistency strong enough to evoke a repeal exists, a repeal by implication will not be found.",{},2020-05-20 21:15:26.024036+00,2020-05-20 21:15:26.024057+00,,10
1841,It cannot be presumed that the legislature intended to undo or repeal an act to which it had but just assigned a valid function.,{},2020-05-20 21:15:26.025842+00,2020-05-20 21:15:26.025858+00,,10
1842,"People v. Fitzgerald, 14 Cal.App 2d 180 (1936) cert.",{},2020-05-20 21:15:26.027275+00,2020-05-20 21:15:26.027291+00,,10
1843,den.,{},2020-05-20 21:15:26.028686+00,2020-05-20 21:15:26.028702+00,,10
1844,"299 U.S. 593, 57 S.Ct.",{},2020-05-20 21:15:26.030111+00,2020-05-20 21:15:26.030127+00,,10
1845,"Sutherland Statutory Construction, Vol.",{},2020-05-20 21:15:26.031533+00,2020-05-20 21:15:26.031549+00,,10
1846,1A Section 23.09.,{},2020-05-20 21:15:26.032926+00,2020-05-20 21:15:26.032942+00,,10
1847,The presumption is that the legislature intended to achieve a consistent body of law.,{},2020-05-20 21:15:26.034354+00,2020-05-20 21:15:26.03437+00,,10
1849,"Sutherland Statutory Construction, Vol.",{},2020-05-20 21:15:26.037182+00,2020-05-20 21:15:26.037197+00,,10
1850,1A Section 23.10.,{},2020-05-20 21:15:26.038699+00,2020-05-20 21:15:26.038746+00,,10
1851,"While there appears to be a conflict in consistency between the Claims Act and the Civil Procedure Code regarding jury trial, it does not appear so repugnant an inconsistency that the two provisions cannot stand together.",{},2020-05-20 21:15:26.040255+00,2020-05-20 21:15:26.040273+00,,10
1852,A suit filed under the Claims Act is a very narrow and limited area for relief.,{},2020-05-20 21:15:26.04175+00,2020-05-20 21:15:26.041767+00,,10
1853,The Government consents to be sued only as provided in the Act. It can not be easily construed in the absence of express language that the adoption of §680.1 of the Code of Civil Procedure necessarily implied a repeal of §6500.15 of the Government Code.,{},2020-05-20 21:15:26.043214+00,2020-05-20 21:15:26.043231+00,,10
1854,The motion is GRANTED.,{},2020-05-20 21:15:26.044653+00,2020-05-20 21:15:26.04467+00,,10
1855,"The matter came for hearing on a motion to vacate sentence in the above-entitled Court before the Honorable Paul J. Abbate on March 19, 1980.",{},2020-05-20 21:15:26.046284+00,2020-05-20 21:15:26.046301+00,,10
1856,The defendant was represented by Assistant Public Defender Richard Pipes and the Territory of Guam was represented by Deputy Attorney General R. Barrie Michelsen.,{},2020-05-20 21:15:26.047681+00,2020-05-20 21:15:26.047734+00,,10
1857,The Court received testimony and oral arguments from both parties.,{},2020-05-20 21:15:26.049277+00,2020-05-20 21:15:26.049294+00,,10
1858,Defendant's expressed purpose for vacating sentence was to allow him the opportunity to perfect an appeal of his conviction.,{},2020-05-20 21:15:26.051445+00,2020-05-20 21:15:26.051471+00,,10
1859,The evidence offered showed that his original appeal in 1976 was not perfected as a result of a clerical error by the staff of the Court.,{},2020-05-20 21:15:26.053197+00,2020-05-20 21:15:26.053213+00,,10
1860,"The Territory's arguments to the contrary, the Court could vacate and resentence defendant under its broad powers pursuant to §1.07(c) of the Criminal Procedure Code.",{},2020-05-20 21:15:26.054682+00,2020-05-20 21:15:26.0547+00,,10
1861,"The Court fears, however, that this procedure would not necessarily solve defendant's problem.",{},2020-05-20 21:15:26.056287+00,2020-05-20 21:15:26.056309+00,,10
1862,Within the federal case law there are decisions where the appellate court did not accept a notice of appeal that resulted from procedural correction of a clerical error by the method being attempted herein.,{},2020-05-20 21:15:26.057829+00,2020-05-20 21:15:26.05786+00,,10
1863,"See In Re Morrow, (CATex.",{},2020-05-20 21:15:26.059294+00,2020-05-20 21:15:26.05931+00,,10
1864,1974) 502 F.2d 520.,{},2020-05-20 21:15:26.060789+00,2020-05-20 21:15:26.060808+00,,10
1865,"The Court notes that defendant's proper and least problematic method to obtain his appeal is by way of writ of habeas corpus in the District Court, or in this Court.",{},2020-05-20 21:15:26.062244+00,2020-05-20 21:15:26.062262+00,,10
1866,It is the Court's opinion that to grant defendant's motion would not necessarily result in a fair and just solution to this clerical error.,{},2020-05-20 21:15:26.063661+00,2020-05-20 21:15:26.063678+00,,10
1867,"For the above-stated reasons, the COURT DENIES the motion.",{},2020-05-20 21:15:26.065061+00,2020-05-20 21:15:26.065077+00,,10
1868,IT IS SO ORDERED.,{},2020-05-20 21:15:26.066481+00,2020-05-20 21:15:26.06652+00,,10
1869,"This matter comes before the Court on Plaintiffs' motion for reconsideration filed July 14, 1978.",{},2020-05-20 21:15:26.068004+00,2020-05-20 21:15:26.068021+00,,10
1870,"Defendant Guam Memorial Hospital, (GMH), filed its motion for summary judgment on May 26, 1978 asserting the applicability of the Government Claims Act (GC Sections 6500 et seq.) to suits against GMH.",{},2020-05-20 21:15:26.06946+00,2020-05-20 21:15:26.069478+00,,10
1871,"That motion was granted by an order filed July 13, 1978 which stated that ""plaintiff failed to comply with the Government Claims Act. .",{},2020-05-20 21:15:26.070994+00,2020-05-20 21:15:26.071013+00,,10
1872,"The Court finds that the intent of the Legislature was to include Guam Memorial Hospital within the statutory scheme of that act.""",{},2020-05-20 21:15:26.072492+00,2020-05-20 21:15:26.07251+00,,10
1873,Because of the possible wide ranging ramifications of the decision in this case the Court agreed to reconsider its prior decision on the basis of new evidence of the legislative intent.,{},2020-05-20 21:15:26.073932+00,2020-05-20 21:15:26.073949+00,,10
1874,The transcript indicated that originally §49003(g) describing powers of Guam Memorial Hospital Authority read:,{},2020-05-20 21:15:26.075402+00,2020-05-20 21:15:26.07543+00,,10
1875,"The discussion of May 11, 1977 dealt with the propriety of deleting any reference to the Government Claims Act, The transcript indicated that the language was deleted with full understanding that thereafter claims against GMH would not be paid through the Government Claims Fund but through GMH's own funds.",{},2020-05-20 21:15:26.07689+00,2020-05-20 21:15:26.076907+00,,10
1876,"Plaintiffs rely upon the transcript to bolster their original claim that the language of Government Code §49003(g), as it passed into law, did not cloak the Guam Memorial Hospital'with the protection of the Government Claims Act.",{},2020-05-20 21:15:26.078447+00,2020-05-20 21:15:26.078464+00,,10
1877,Defendant maintains that this interpretation is in direct conflict with other provisions of the Government Code.,{},2020-05-20 21:15:26.079961+00,2020-05-20 21:15:26.079986+00,,10
1878,§6500.19.,{},2020-05-20 21:15:26.081583+00,2020-05-20 21:15:26.081611+00,,10
1879,Payment.,{},2020-05-20 21:15:26.083151+00,2020-05-20 21:15:26.083168+00,,10
2216,"Further, the Act only covers negligent torts, and sovereign immunity is not waived for intentional wrongs of the employee.",{},2020-05-20 21:15:45.036803+00,2020-05-20 21:15:45.036829+00,,18
1880,"The Director of Administration shall pay the amount allowed in approved settlement under §6500.10 or in a court judgment under §6500.11, except as otherwise expressly provided by law.",{},2020-05-20 21:15:26.084736+00,2020-05-20 21:15:26.084762+00,,10
1881,All payments under this Act shall be made from the Government Claims Fund.,{},2020-05-20 21:15:26.08623+00,2020-05-20 21:15:26.086246+00,,10
1882,"Claims against the Commercial Port, and the Public Utility Agency, Guam Power Authority, Guam Economic Development Authority, Guam Telephone Authority, Guam International Airport Authority, Gaming Commission, Guam Transit Authority and Guam Memorial Hospital Authority, however, shall be paid only out of the funds of those agencies.""",{},2020-05-20 21:15:26.087746+00,2020-05-20 21:15:26.087762+00,,10
1883,(Emphasis added).,{},2020-05-20 21:15:26.089173+00,2020-05-20 21:15:26.089189+00,,10
1884,It should be noted that §6500.13 was repealed and reenacted by §8 of P.L.,{},2020-05-20 21:15:26.090675+00,2020-05-20 21:15:26.090692+00,,10
1885,13-116.,{},2020-05-20 21:15:26.092071+00,2020-05-20 21:15:26.092087+00,,10
1886,"Section 9 of that Act provided that the provisions of §8 would expire automatically one year from the effective date of that act, which was December 24, 1975.",{},2020-05-20 21:15:26.093919+00,2020-05-20 21:15:26.093936+00,,10
1887,Section 6 of P.L.,{},2020-05-20 21:15:26.09537+00,2020-05-20 21:15:26.095386+00,,10
1888,14-29 repealed §9 of P.L.,{},2020-05-20 21:15:26.096768+00,2020-05-20 21:15:26.096784+00,,10
1889,13-116 after the expiration date.,{},2020-05-20 21:15:26.098179+00,2020-05-20 21:15:26.098195+00,,10
1890,"For this reason, plaintiffs maintain that §6500.13 is of no force and effect.",{},2020-05-20 21:15:26.099589+00,2020-05-20 21:15:26.099605+00,,10
1891,"However, common law rules of interpretation state that the repeal of a repealing statute operates to revive the original enactment where the repeal of the repealing statute is accomplished by express provision without additional legislation on the subject matter.",{},2020-05-20 21:15:26.100993+00,2020-05-20 21:15:26.10101+00,,10
1892,"1A Sutherland on Statutory Construction, §23.31 (3rd Ed.).",{},2020-05-20 21:15:26.102464+00,2020-05-20 21:15:26.10248+00,,10
1893,It is the opinion of this Court that §6500.13 was revived by §6 of P.L.,{},2020-05-20 21:15:26.103941+00,2020-05-20 21:15:26.103957+00,,10
1894,"It is worthy of note that in addition to the provisions dealing with health professionals, §6500.13 includes the limitations on liability which are an essential part of the Government Claims Act.",{},2020-05-20 21:15:26.105428+00,2020-05-20 21:15:26.105444+00,,10
1895,"Defendant argues that it is impossible to reconcile plaintiff's position with the language of §6500.19 which mentions ""claims against"" GMH.",{},2020-05-20 21:15:26.106994+00,2020-05-20 21:15:26.10701+00,,10
1896,"Defendant argues that the correct interpretation of the various provisions is that the Claims Act procedures are applicable while in the event of liability, GMH funds, rather than Government Claims Fund, will be drawn against.",{},2020-05-20 21:15:26.108488+00,2020-05-20 21:15:26.108504+00,,10
1897,"However, it must be remembered that at the time of the May 11, 1977 deletion §6500.19 was already in effect.",{},2020-05-20 21:15:26.110014+00,2020-05-20 21:15:26.11003+00,,10
1898,That section expressly states that the Government Claims Fund will not be used to pay for claims against GMH.,{},2020-05-20 21:15:26.111541+00,2020-05-20 21:15:26.111558+00,,10
1899,"Therefore, the deletion of reference to the Claims Act would have been meaningless unless, as plaintiff argues, it eliminated any need to resort to the procedures of the Claims Act when suit is filed against GMH.",{},2020-05-20 21:15:26.113044+00,2020-05-20 21:15:26.113061+00,,10
1900,"Although the issue is not squarely before the Court at this time, it will be noted that ""claims against"" GMH in §6500.19 may in fact mean suits against Health Professionals employed by GMH.",{},2020-05-20 21:15:26.114563+00,2020-05-20 21:15:26.114579+00,,10
1901,It is the holding of this Court that Government Claims Act procedures are not applicable to suits against Guam Memorial Hospital.,{},2020-05-20 21:15:26.116036+00,2020-05-20 21:15:26.116052+00,,10
1902,"For the foregoing reasons, on reconsideration, defendant's motion for summary judgment is DENIED.",{},2020-05-20 21:15:26.117533+00,2020-05-20 21:15:26.117591+00,,10
1903,SO ORDERED.,{},2020-05-20 21:15:26.119052+00,2020-05-20 21:15:26.119069+00,,10
1904,(g) Sue or be sued in its own corporate name subject to the limitations and provisions of [the Government Claims Act. ],{},2020-05-20 21:15:26.120477+00,2020-05-20 21:15:26.120493+00,,10
1905,"""§6500.13.",{},2020-05-20 21:15:26.121911+00,2020-05-20 21:15:26.121927+00,,10
1906,Limitation on Tort Liability,{},2020-05-20 21:15:26.123382+00,2020-05-20 21:15:26.123401+00,,10
1907,(a) Government Health Professionals means any person who is licensed or certified to practice a ‘healing art1 in Guam and is practicing that art within a Government of Guam facility as an agent of the Government of Guam.,{},2020-05-20 21:15:26.124865+00,2020-05-20 21:15:26.124882+00,,10
1908,(b) The Government of Guam shall be liable in tort for damages arising from the negligent acts of Government Health Professionals performed within Government of Guam facilities as an agent of the Government of Guam at the request of the government.,{},2020-05-20 21:15:26.126374+00,2020-05-20 21:15:26.126391+00,,10
1909,Government Health Professionals shall be considered as an agent of the Government of Guam within the meaning of §6500.20 of the Government Code.,{},2020-05-20 21:15:26.128062+00,2020-05-20 21:15:26.128079+00,,10
1910,"(c) For all claims, the Government of Guam shall not be liable for more than Thirty-Five Thousand Dollars ($35,000) in an action for wrongful death, nor for more than One Hundred Thousand Dollars ($100,000) in any other tort action.",{},2020-05-20 21:15:26.129607+00,2020-05-20 21:15:26.129624+00,,10
1911,"This is a matter brought before the District Court pursuant to §1084 to §1097 of the Guam Code of Civil Procedure, dealing with Writs of Prohibition.",{},2020-05-20 21:15:26.131033+00,2020-05-20 21:15:26.13105+00,,10
1912,"On November 26, 1979, a Motion to Suppress was scheduled in the Superior Court in People of the Territory of Guam v. Larry J. Flores, (S.Ct.",{},2020-05-20 21:15:26.132449+00,2020-05-20 21:15:26.132465+00,,10
1914,"However, rather than hear the motion to suppress, the Superior Court entertained an application to disqualify the Attorney General of Guam from acting as prosecutor in the case.",{},2020-05-20 21:15:26.135376+00,2020-05-20 21:15:26.135392+00,,10
1915,"On that same date an order was signed by the Honorable Paul J. Abbate, in which he disqualified the Attorney General's Office, due to an alleged conflict of interest, and in which the Presiding Judge then appointed a Special Prosecutor of his own choice.",{},2020-05-20 21:15:26.137064+00,2020-05-20 21:15:26.137081+00,,10
1916,"On December 5, 1979, a Stay Order was’ entered by the District Court, ordering the Superior Court to refrain from taking any further action in People v. Flores, supra, pending the final determination of a December 5, 1979 Writ of Prohibition filed by the Government.",{},2020-05-20 21:15:26.138952+00,2020-05-20 21:15:26.138969+00,,10
1917,"An initial hearing was had on this matter on December 17, 1979, with proceedings continued until December 27, 1979 so that the parties could have additional time to brief the issues presented.",{},2020-05-20 21:15:26.140457+00,2020-05-20 21:15:26.140477+00,,10
1918,"This Memorandum Order results from the December 27, 1979 hearing on Writ of Prohibition, in which counsel for all interested parties appeared.",{},2020-05-20 21:15:26.141983+00,2020-05-20 21:15:26.142001+00,,10
1919,"This whole matter concerns several very important issues of separation of power as delineated in the Organic Act of Guam, 48 U.S.C. §1421, et seq., and contained in the common law.",{},2020-05-20 21:15:26.143487+00,2020-05-20 21:15:26.143504+00,,10
1960,"Thus there is no possibility of a Government Claims Action based on an intentional tort, and the plaintiff has not attempted to plead such a cause of action.",{},2020-05-20 21:15:26.207194+00,2020-05-20 21:15:26.20721+00,,10
1920,"Even though the Attorney General strenuously objected to the lack of notice and opportunity given to prepare, the Superior Court continued with the motion to disqualify when only a motion to suppress was scheduled to be heard.",{},2020-05-20 21:15:26.145114+00,2020-05-20 21:15:26.145135+00,,10
